order_date,order_id,order_line,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
2012-05-08T00:00:00Z,462,12,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,13,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,14,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,15,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,16,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,17,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,18,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,19,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,20,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-08T00:00:00Z,462,21,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2012-05-11T00:00:00Z,463,1,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,2,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,3,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,4,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,5,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,6,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,7,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,8,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,9,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,New York Cycles,New York,NY
2012-05-11T00:00:00Z,463,10,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,New York Cycles,New York,NY
2012-05-14T00:00:00Z,464,1,3,1840,5520,F-Si 3,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,2,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,3,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,4,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,5,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,6,1,980,980,Trail 4,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,7,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,8,2,9590,19180,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,9,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,10,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,11,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,12,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,13,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,14,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,15,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,16,2,2660,5320,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,17,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,18,2,1840,3680,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,19,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,20,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,21,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,464,22,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-14T00:00:00Z,465,1,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2012-05-14T00:00:00Z,465,2,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2012-05-14T00:00:00Z,465,3,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2012-05-15T00:00:00Z,466,1,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,2,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,3,5,3200,16e3,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,4,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,5,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,6,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,7,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,8,2,1960,3920,SuperX 105,Road,Cyclocross,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,9,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,10,2,2660,5320,Bad Habit 2,Mountain,Trail,Aluminum,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,11,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,12,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,13,2,1840,3680,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,14,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,15,3,1750,5250,SuperX Rival CX1,Road,Cyclocross,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,16,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-15T00:00:00Z,466,17,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-17T00:00:00Z,467,1,1,5860,5860,CAAD12 Black Inc,Road,Elite Road,Aluminum,San Francisco Cruisers,San Francisco,CA
2012-05-17T00:00:00Z,468,1,2,2880,5760,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Detroit Cycles,Detroit,MI
2012-05-17T00:00:00Z,468,2,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Detroit Cycles,Detroit,MI
2012-05-18T00:00:00Z,469,1,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Louisville Race Equipment,Louisville,KY
2012-05-18T00:00:00Z,469,2,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,Louisville Race Equipment,Louisville,KY
2012-05-21T00:00:00Z,470,1,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2012-05-21T00:00:00Z,470,2,1,815,815,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-05-22T00:00:00Z,471,1,6,2130,12780,Beast of the East 2,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-22T00:00:00Z,471,2,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-22T00:00:00Z,472,1,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-22T00:00:00Z,472,2,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-22T00:00:00Z,472,3,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-25T00:00:00Z,473,1,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Detroit Cycles,Detroit,MI
2012-05-25T00:00:00Z,473,2,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Detroit Cycles,Detroit,MI
2012-05-25T00:00:00Z,474,1,2,2060,4120,F-Si 2,Mountain,Cross Country Race,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-05-25T00:00:00Z,474,2,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2012-05-28T00:00:00Z,475,1,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,2,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,3,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,4,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,5,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,6,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,7,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,8,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,9,3,1840,5520,F-Si 3,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,10,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,11,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,12,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,13,2,2880,5760,Habit 4,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-05-28T00:00:00Z,475,14,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-05-31T00:00:00Z,476,1,2,2240,4480,CAAD12 Ultegra,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,2,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,3,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,4,9,1030,9270,CAAD8 Sora,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,5,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,6,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,7,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,8,1,6390,6390,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,9,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,10,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,11,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,12,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,13,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,14,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,15,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,16,1,12790,12790,Scalpel-Si Black Inc.,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,17,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,18,2,2240,4480,Supersix Evo 105,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,19,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,20,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,21,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,22,2,7e3,14e3,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,23,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,24,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,25,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,26,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,27,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,28,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,29,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2012-05-31T00:00:00Z,476,30,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Portland Bi-peds,Portland,OR
2012-06-04T00:00:00Z,477,1,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,2,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,3,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,4,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,5,1,980,980,Trail 4,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,6,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,7,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,8,3,2660,7980,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,9,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,10,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2012-06-04T00:00:00Z,477,11,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2012-06-05T00:00:00Z,478,1,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Portland Bi-peds,Portland,OR
2012-06-05T00:00:00Z,478,2,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Portland Bi-peds,Portland,OR
2012-06-05T00:00:00Z,478,3,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Portland Bi-peds,Portland,OR
2012-06-05T00:00:00Z,478,4,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Portland Bi-peds,Portland,OR
2012-06-05T00:00:00Z,478,5,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Portland Bi-peds,Portland,OR
2012-06-05T00:00:00Z,478,6,3,3730,11190,Habit Carbon 3,Mountain,Trail,Carbon,Portland Bi-peds,Portland,OR
2012-06-06T00:00:00Z,479,1,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2012-06-06T00:00:00Z,479,2,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2012-06-06T00:00:00Z,479,3,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2012-06-06T00:00:00Z,479,4,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2012-06-06T00:00:00Z,479,5,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2012-06-06T00:00:00Z,479,6,2,4260,8520,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2012-06-06T00:00:00Z,480,1,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2012-06-06T00:00:00Z,480,2,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2012-06-06T00:00:00Z,480,3,1,815,815,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2012-06-06T00:00:00Z,480,4,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2012-06-06T00:00:00Z,480,5,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Denver Bike Shop,Denver,CO
2012-06-06T00:00:00Z,480,6,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2012-06-06T00:00:00Z,481,1,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Nashville Cruisers,Nashville,TN
2012-06-07T00:00:00Z,482,1,5,815,4075,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2012-06-07T00:00:00Z,482,2,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2012-06-07T00:00:00Z,482,3,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2012-06-08T00:00:00Z,483,1,2,2700,5400,Slice Ultegra,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,2,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,3,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,4,2,870,1740,Synapse Claris,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,5,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,6,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,7,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,8,1,7e3,7e3,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,9,2,5330,10660,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,10,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,11,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,12,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,13,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,14,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,15,3,2130,6390,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,16,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,17,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,18,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,19,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,20,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,21,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,22,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,23,1,980,980,Trail 4,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,24,2,3200,6400,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,25,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,26,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,27,2,1350,2700,Trail 2,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,28,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,29,1,815,815,Trail 5,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,483,30,2,2660,5320,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2012-06-08T00:00:00Z,484,1,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-06-08T00:00:00Z,485,1,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2012-06-08T00:00:00Z,486,1,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Las Vegas Cycles,Las Vegas,NV
2012-06-08T00:00:00Z,486,2,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Las Vegas Cycles,Las Vegas,NV
2012-06-08T00:00:00Z,486,3,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Las Vegas Cycles,Las Vegas,NV
