customerID,tenure,Contract,gender,Churn
9432-RUVSL,48,Two year,Female,No
8060-HIWJJ,64,Two year,Male,No
7684-XSZIY,72,Two year,Male,No
9089-UOWJG,12,Month-to-month,Female,No
8621-MNIHH,34,Month-to-month,Female,Yes
8039-ACLPL,72,Two year,Female,No
9885-AIBVB,29,Month-to-month,Male,No
1934-MKPXS,33,One year,Male,No
2592-YKDIF,1,Month-to-month,Female,No
2272-JKMSI,62,One year,Female,No
0471-LVHGK,41,One year,Male,Yes
9518-RWHZL,64,One year,Female,Yes
8714-CTZJW,4,Month-to-month,Female,No
3569-EDBPQ,24,Month-to-month,Female,No
3131-NWVFJ,14,One year,Female,No
7521-YXVZY,3,Month-to-month,Male,No
5419-CONWX,4,Month-to-month,Female,Yes
6240-EURKS,18,Month-to-month,Female,Yes
2373-NTKOD,8,Month-to-month,Male,No
1970-KKFWL,35,Two year,Female,No
6960-HVYXR,1,Month-to-month,Female,Yes
9337-SRRNI,66,Two year,Male,No
0895-UADGO,8,Two year,Male,No
5678-VFNEQ,71,One year,Female,No
5977-CKHON,43,Month-to-month,Female,No
7024-OHCCK,2,Month-to-month,Female,Yes
2692-BUCFV,29,Month-to-month,Male,No
7861-UVUFT,15,Month-to-month,Female,Yes
1830-GGFNM,65,Two year,Male,No
5302-BDJNT,35,Month-to-month,Male,No
5223-UZAVK,64,One year,Male,No
4859-ZSRDZ,58,Two year,Female,No
5651-WYIPH,18,Month-to-month,Female,No
9350-VLHMB,67,Month-to-month,Male,No
3498-LZGQZ,63,Two year,Male,No
8785-CJSHH,60,Month-to-month,Female,No
5357-TZHPP,9,Month-to-month,Male,Yes
3870-SPZSI,70,Two year,Female,No
0680-DFNNY,15,Month-to-month,Male,Yes
7560-QRBXH,48,One year,Female,No
7077-XJMET,12,Month-to-month,Male,No
8752-GHJFU,71,One year,Male,No
6896-SRVYQ,44,Month-to-month,Male,No
7767-UXAGJ,1,Month-to-month,Male,Yes
4652-ODEVH,45,Two year,Male,No
6510-UPNKS,23,One year,Female,No
6718-BDGHG,43,One year,Female,No
9046-DQMTP,35,Month-to-month,Male,No
6439-LAJXL,9,Month-to-month,Male,No
1571-SAVHK,12,Month-to-month,Male,Yes
9052-VKDUW,65,Month-to-month,Female,No
9546-CQJSU,2,Month-to-month,Female,Yes
1666-JZPZT,27,Month-to-month,Male,No
5777-KJIRB,40,One year,Female,No
0506-LVNGN,5,Month-to-month,Female,Yes
7677-SJJJK,8,One year,Male,No
2480-EJWYP,58,One year,Female,No
3253-HKOKL,52,One year,Female,No
7055-HNEOJ,3,Month-to-month,Male,No
5514-YQENT,41,Two year,Male,No
3211-AAPKX,20,Month-to-month,Male,No
8445-DNBAE,1,Month-to-month,Male,No
2951-QOQTK,4,Month-to-month,Male,Yes
2958-NHPPS,23,Month-to-month,Male,No
6806-YDEUL,6,Month-to-month,Female,No
1735-XMJVH,8,Month-to-month,Male,No
6890-PFRQX,18,Month-to-month,Male,No
0222-CNVPT,52,Month-to-month,Male,No
5899-OUVKV,31,Month-to-month,Male,No
8681-ICONS,29,Month-to-month,Male,No
1621-YNCJH,36,Two year,Female,No
3473-XIIIT,16,Month-to-month,Female,Yes
6362-QHAFM,42,One year,Male,No
7893-IXHRQ,1,Month-to-month,Male,Yes
3070-BDOQC,60,Two year,Female,No
2952-QAYZF,5,Month-to-month,Male,Yes
6234-PFPXL,22,Month-to-month,Male,No
9824-QCJPK,36,One year,Male,No
4763-PGDPO,4,Month-to-month,Female,Yes
4283-IVYCI,9,Month-to-month,Male,No
1866-OBPNR,1,Month-to-month,Male,No
8205-MQUGY,12,Month-to-month,Male,No
8970-ANWXO,23,One year,Female,No
9480-BQJEI,62,One year,Male,No
5394-SVGJV,37,Month-to-month,Male,Yes
6979-TNDEU,8,Month-to-month,Female,No
9777-WJJPR,31,Month-to-month,Male,No
9283-LZQOH,13,Month-to-month,Male,Yes
7079-QRCBC,24,Month-to-month,Female,Yes
9495-SKLKD,45,Month-to-month,Male,No
6048-UWKAL,69,Two year,Female,No
5067-DGXLL,2,Month-to-month,Male,No
5469-CTCWN,61,One year,Male,Yes
9851-QXEEQ,41,Month-to-month,Male,Yes
6281-FKEWS,44,One year,Female,No
8898-KASCD,39,One year,Male,No
9242-TKFSV,72,Two year,Male,No
9290-SHCMB,13,Month-to-month,Female,No
0743-HNPFG,51,One year,Female,No
2277-BKJKN,71,Two year,Female,No
9809-IMGCQ,22,Month-to-month,Male,Yes
5208-HFSBT,2,Month-to-month,Female,Yes
5035-PGZXH,56,One year,Female,No
8695-WDYEA,1,Month-to-month,Male,No
6543-JXSOO,23,One year,Female,No
8016-ZMGMO,66,One year,Female,No
8605-ITULD,1,Month-to-month,Female,No
3254-YRILK,19,Month-to-month,Male,Yes
6416-YJTTB,11,Month-to-month,Male,No
2667-WYLWJ,8,One year,Female,Yes
4472-VESGY,52,Month-to-month,Female,No
3195-TQDZX,3,Month-to-month,Male,No
3128-YOVTD,51,Month-to-month,Female,No
0529-ONKER,15,Month-to-month,Male,Yes
1728-CXQBE,64,Month-to-month,Male,No
7041-TXQJH,37,Month-to-month,Female,No
5014-GSOUQ,13,Two year,Male,No
5724-BIDBU,49,One year,Male,No
0481-SUMCB,45,One year,Female,No
1769-GRUIK,18,Month-to-month,Female,No
5240-IJOQT,1,Month-to-month,Male,Yes
8819-WFGGJ,68,Two year,Male,No
7427-AUFPY,54,Two year,Male,No
2811-POVEX,23,Month-to-month,Female,No
1092-GANHU,17,Month-to-month,Male,Yes
7898-PDWQE,71,Two year,Male,No
9972-EWRJS,67,Two year,Female,No
9314-IJWSQ,14,Month-to-month,Female,No
0661-XEYAN,1,Month-to-month,Female,Yes
5799-JRCZO,63,Two year,Female,No
1921-KYSAY,41,One year,Female,No
6198-RTPMF,17,Month-to-month,Female,No
2924-KHUVI,56,One year,Male,No
1925-GMVBW,5,Month-to-month,Female,No
7881-EVUAD,2,Month-to-month,Female,Yes
6184-DYUOB,3,Month-to-month,Female,No
9207-ZPANB,37,One year,Male,No
5766-XQXMQ,29,Month-to-month,Female,Yes
9327-QSDED,8,Month-to-month,Male,No
1656-DRSMG,63,Month-to-month,Female,No
3012-VFFMN,7,Month-to-month,Female,No
2984-AFWNC,3,Month-to-month,Female,No
0640-YJTPY,72,Two year,Male,No
8096-LOIST,19,Month-to-month,Female,No
9764-REAFF,59,Two year,Female,No
3703-VAVCL,2,Month-to-month,Male,Yes
7107-UBYKY,35,Month-to-month,Female,No
4881-GQJTW,14,Month-to-month,Male,No
8519-QJGJD,14,Month-to-month,Female,Yes
7876-DNYAP,69,Two year,Female,No
7905-NJMXS,7,Month-to-month,Male,No
2882-WDTBA,69,Two year,Male,No
2091-GPPIQ,72,Two year,Female,No
6326-MTTXK,8,Month-to-month,Male,Yes
5071-FBJFS,4,Month-to-month,Female,No
2796-UUZZO,63,Month-to-month,Male,No
2429-AYKKO,72,Two year,Male,No
9798-OPFEM,46,Two year,Female,No
0330-IVZHA,5,Month-to-month,Female,Yes
3794-NFNCH,30,Month-to-month,Male,No
5193-QLVZB,63,Two year,Male,No
7114-AEOZE,60,Two year,Female,No
2886-KEFUM,63,One year,Female,Yes
5522-NYKPB,25,Month-to-month,Male,No
4237-RLAQD,1,Month-to-month,Male,Yes
9957-YODKZ,6,Month-to-month,Male,No
6518-KZXCB,22,Two year,Male,No
2245-ADZFJ,31,Two year,Female,No
7776-QGYJC,39,Month-to-month,Female,No
9313-QOLTZ,26,Month-to-month,Male,No
9651-GTSAQ,53,One year,Female,Yes
3186-BAXNB,1,Month-to-month,Female,Yes
4672-FOTSD,12,Month-to-month,Male,No
0637-YLETY,16,Month-to-month,Female,Yes
9818-XQCUV,2,Month-to-month,Female,No
7338-ERIVA,39,One year,Male,No
1157-BQCUW,1,Month-to-month,Male,Yes
8259-NFJTV,7,Month-to-month,Female,No
3223-DWFIO,4,Month-to-month,Male,No
2660-EMUBI,10,Month-to-month,Male,Yes
6968-GMKPR,55,Month-to-month,Female,No
4751-ERMAN,72,Two year,Male,No
1436-ZMJAN,10,Month-to-month,Female,No
3292-PBZEJ,11,Month-to-month,Male,No
0799-DDIHE,15,Month-to-month,Female,No
3070-FNFZQ,23,Two year,Female,No
2812-SFXMJ,1,Month-to-month,Male,No
7675-OZCZG,3,Month-to-month,Female,Yes
5014-WUQMG,47,One year,Male,No
5312-TSZVC,15,One year,Female,No
2003-CKLOR,66,Month-to-month,Male,Yes
0993-OSGPT,68,One year,Female,No
9254-RBFON,17,One year,Female,Yes
1205-WNWPJ,7,Month-to-month,Female,Yes
9391-EOYLI,12,Month-to-month,Male,Yes
7108-DGVUU,21,One year,Female,No
2782-JEEBU,21,Month-to-month,Male,No
5127-BZENZ,56,One year,Female,No
2720-FVBQP,6,Month-to-month,Female,No
9906-NHHVC,65,Two year,Female,No
4522-XRWWI,42,One year,Male,No
3766-EJLFL,68,Two year,Female,No
5939-SXWHM,48,Two year,Male,No
8152-UOBNY,50,One year,Female,No
7351-KYHQH,7,Month-to-month,Female,No
7643-RCHXS,63,Two year,Female,No
8246-SHFGA,17,Month-to-month,Male,No
8387-MOJJT,42,Month-to-month,Female,Yes
0620-XEFWH,4,Month-to-month,Male,No
6485-QXWWE,62,Two year,Female,No
2761-OCIAX,2,Month-to-month,Male,Yes
7321-VGNKU,2,Month-to-month,Female,No
5327-CNLUQ,48,Two year,Male,No
7552-KEYGT,27,Two year,Male,No
5816-JMLGY,70,Two year,Female,No
3068-OMWZA,1,Month-to-month,Male,Yes
2927-QRRQV,46,One year,Male,No
6032-KRXXO,30,Month-to-month,Male,Yes
7459-RRWQZ,15,Month-to-month,Female,Yes
6265-SXWBU,69,One year,Male,No
7941-RCJOW,65,Two year,Male,No
6374-NTQLP,72,Two year,Male,No
4154-AQUGT,13,Month-to-month,Male,Yes
2387-KDZQY,17,One year,Male,No
3584-WKTTW,51,One year,Male,No
3399-BMLVW,51,Two year,Male,No
1971-DTCZB,72,Two year,Female,No
3092-IGHWF,67,One year,Male,Yes
3374-PZLXD,34,Month-to-month,Male,No
3813-DHBBB,67,Two year,Male,No
2812-REYAT,49,One year,Female,No
6518-PPLMZ,53,Two year,Male,No
4939-KYYPY,27,Month-to-month,Male,No
8017-LXHFA,23,Month-to-month,Female,Yes
5930-GBIWP,69,Two year,Male,No
6022-KOUQO,2,Month-to-month,Female,No
6352-TWCAU,35,Month-to-month,Female,Yes
2361-UPSND,46,One year,Female,No
6035-RIIOM,54,Two year,Female,No
2929-QNSRW,56,One year,Female,Yes
1262-OPMFY,9,Month-to-month,Female,Yes
9504-DSHWM,20,Month-to-month,Male,No
5035-BVCXS,11,Month-to-month,Male,No
6267-DCFFZ,30,Month-to-month,Female,No
3533-UVMOM,68,Two year,Male,No
2439-LYPMQ,38,Month-to-month,Male,No
4248-QPAVC,17,Month-to-month,Female,Yes
1899-VXWXM,48,One year,Male,Yes
1478-VPOAD,1,Month-to-month,Female,No
9995-HOTOH,63,Two year,Male,No
2988-PLAHS,3,One year,Female,No
1371-OJCEK,48,One year,Female,No
4999-IEZLT,66,One year,Male,No
8883-ANODQ,68,Two year,Female,No
4690-LLKUA,17,Month-to-month,Male,Yes
2351-RRBUE,7,One year,Female,No
5980-BDHPY,72,Two year,Male,No
1498-DQNRX,29,Month-to-month,Female,No
9469-WEJBT,37,Month-to-month,Male,No
3331-HQDTW,34,Month-to-month,Female,Yes
9490-DFPMD,42,Month-to-month,Female,Yes
2581-VKIRT,59,One year,Female,No
5442-XSDCW,11,Month-to-month,Male,Yes
7426-WEIJX,60,Month-to-month,Male,No
2851-MMUTZ,27,Month-to-month,Female,No
3049-NDXFL,1,Month-to-month,Female,Yes
8580-AECUZ,1,Month-to-month,Male,Yes
3307-TLCUD,17,Month-to-month,Male,No
6625-FLENO,58,Two year,Male,No
2967-MXRAV,1,One year,Male,No
7963-GQRMY,3,Month-to-month,Female,Yes
8189-HBVRW,53,Month-to-month,Female,No
4163-KIUHY,35,Month-to-month,Male,No
1228-FZFRV,50,Month-to-month,Male,Yes
3500-NSDOA,68,Two year,Male,No
1171-TYKUR,47,Month-to-month,Male,No
3761-FLYZI,65,Month-to-month,Female,No
2058-DCJBE,5,Month-to-month,Male,Yes
5364-XYIRR,51,Month-to-month,Male,Yes
4829-AUOAX,46,Month-to-month,Female,Yes
1219-NNDDO,9,Month-to-month,Female,No
8388-DMKAE,8,Two year,Female,No
4403-BWPAY,14,One year,Male,No
9659-QEQSY,45,Month-to-month,Female,No
5405-ZMYXQ,8,Month-to-month,Female,No
5047-LHVLY,1,Month-to-month,Male,Yes
1442-OKRJE,66,One year,Male,No
4737-AQCPU,72,Two year,Male,No
9158-VCTQB,41,Month-to-month,Female,Yes
2808-CHTDM,23,Two year,Female,No
6311-UEUME,29,Month-to-month,Female,Yes
0793-TWELN,4,Month-to-month,Female,No
3283-WCWXT,6,Two year,Male,No
1060-ENTOF,67,One year,Female,No
0999-QXNSA,7,Month-to-month,Male,No
5451-MHQOF,56,One year,Male,No
4836-WNFNO,72,Two year,Female,No
9225-BZLNZ,72,Two year,Male,No
0354-VXMJC,23,Two year,Male,No
4422-QVIJA,35,Month-to-month,Female,No
9365-SRSZE,27,Month-to-month,Male,No
6839-ITVZJ,26,Month-to-month,Female,Yes
8332-OSJDW,12,One year,Male,No
4735-BJKOU,40,Two year,Female,No
0274-JKUJR,7,Month-to-month,Male,No
5740-YHGTW,70,Month-to-month,Male,No
8917-SZTTJ,60,Two year,Male,No
1696-MZVAU,39,One year,Male,No
7359-WWYJV,72,Two year,Male,No
0375-HVGXO,1,Month-to-month,Female,Yes
4906-ZHGPK,54,One year,Male,No
8593-WHYHV,3,Month-to-month,Male,Yes
3795-GWTRD,63,Two year,Female,No
1298-PHBTI,71,Two year,Male,No
6223-DHJGV,42,One year,Female,No
6961-MJKBO,47,Two year,Male,No
6097-EQISJ,66,One year,Female,Yes
4423-YLHDV,21,Month-to-month,Female,Yes
8158-WPEZG,11,Month-to-month,Male,No
0107-YHINA,1,Month-to-month,Male,Yes
4918-FYJNT,55,Month-to-month,Female,No
0727-BNRLG,69,Two year,Male,No
4854-CIDCF,3,Month-to-month,Female,No
8640-SDGKB,4,Month-to-month,Male,Yes
3280-MRDOF,30,Two year,Male,No
6435-SRWBJ,5,Month-to-month,Female,No
9964-WBQDJ,71,Two year,Female,No
6303-KFWSL,29,One year,Female,No
1702-CCFNJ,52,Month-to-month,Male,No
8932-CZHRQ,68,One year,Male,No
0386-CWRGM,46,Two year,Female,No
5515-RUGKN,8,Month-to-month,Male,No
0404-AHASP,72,Two year,Male,No
7279-NMVJC,17,One year,Female,No
2081-VEYEH,3,Month-to-month,Male,No
6407-UTSLV,2,Month-to-month,Female,No
4116-TZAQJ,9,Month-to-month,Female,Yes
9060-HJJRW,51,One year,Female,No
2587-YNLES,6,Two year,Female,No
7398-SKNQZ,3,Month-to-month,Female,No
5935-FCCNB,17,Month-to-month,Female,No
1958-RNRKS,30,Month-to-month,Male,No
5136-RGMZO,31,Month-to-month,Male,No
8345-MVDYC,45,Two year,Female,No
8226-BXGES,64,One year,Male,No
3877-JRJIP,1,Month-to-month,Male,Yes
8375-DKEBR,1,Month-to-month,Female,Yes
9705-IOVQQ,61,One year,Male,No
1015-OWJKI,1,Month-to-month,Male,No
7511-YMXVQ,9,Month-to-month,Male,Yes
2040-XBAVJ,72,Two year,Male,No
7551-JOHTI,1,Month-to-month,Female,Yes
8887-IPQNC,7,Month-to-month,Female,No
8646-JCOMS,66,One year,Female,No
9804-ICWBG,1,Month-to-month,Male,Yes
1222-KJNZD,40,Month-to-month,Male,No
0106-GHRQR,16,Month-to-month,Male,No
5318-IXUZF,2,Month-to-month,Female,Yes
3768-VHXQO,67,Two year,Male,No
8952-WCVCD,41,One year,Female,No
2418-TPEUN,56,Two year,Female,No
3963-RYFNS,72,Two year,Female,No
3198-VELRD,3,Month-to-month,Female,Yes
8540-ZQGEA,54,Two year,Female,No
1320-REHCS,52,Month-to-month,Male,No
4137-JOPHL,50,Two year,Female,No
9436-ZBZCT,14,Month-to-month,Male,Yes
7801-CEDNV,27,One year,Male,No
2057-BOYKM,72,Two year,Female,No
3658-QQJYD,62,One year,Male,No
1803-BGNBD,12,Month-to-month,Female,No
0134-XWXCE,44,One year,Female,No
6950-TWMYB,54,Two year,Male,No
5848-FHRFC,68,Two year,Female,No
2243-FNMMI,20,Month-to-month,Male,No
2511-MORQY,50,One year,Male,No
5356-KZCKT,58,Two year,Male,No
9470-XCCEM,35,Month-to-month,Male,No
6519-CFDBX,2,Month-to-month,Female,No
3902-MIVLE,63,Two year,Male,No
0409-WTMPL,58,One year,Female,No
8763-KIAFH,27,One year,Female,No
3669-WHAFY,71,Two year,Female,No
3055-VTCGS,63,One year,Female,No
3144-KMTWZ,71,Month-to-month,Male,No
7279-BUYWN,41,Month-to-month,Female,Yes
7156-MHUGY,13,Month-to-month,Male,Yes
7198-GLXTC,2,Month-to-month,Male,Yes
2007-QVGAW,68,Two year,Female,No
5207-PLSTK,1,Month-to-month,Male,No
2307-FYNNL,65,Two year,Male,No
5605-XNWEN,72,Two year,Male,No
2155-AMQRX,28,Month-to-month,Female,No
6181-AXXYF,72,Two year,Male,No
5091-HFAZW,2,Month-to-month,Female,No
0516-VRYBW,18,One year,Female,Yes
2519-LBNQL,60,One year,Male,No
8623-ULFNQ,26,Month-to-month,Female,No
8380-PEFPE,1,Month-to-month,Male,Yes
5687-DKDTV,4,Month-to-month,Female,Yes
1568-LJSZU,68,Two year,Male,No
7530-HDYDS,38,Month-to-month,Female,Yes
7789-HKSBS,42,One year,Female,No
7416-CKTEP,57,Two year,Female,No
2586-CWXVV,54,Month-to-month,Male,No
3096-IZETN,12,Month-to-month,Female,Yes
2348-KCJLT,44,One year,Female,No
8401-EMUWF,42,Month-to-month,Male,No
4193-IBKSW,72,Two year,Male,No
5377-NDTOU,71,Two year,Female,No
5922-ABDVO,19,Month-to-month,Female,Yes
2474-LCNUE,23,Month-to-month,Female,No
0839-QNXME,30,Two year,Female,No
3506-OVLKD,35,One year,Male,No
9172-ANCRX,10,Month-to-month,Female,Yes
6650-VJONK,1,Month-to-month,Male,No
2178-PMGCJ,22,Month-to-month,Male,No
7492-TAFJD,7,Two year,Male,No
2773-MADBQ,36,Two year,Female,No
6016-LVTJQ,34,Month-to-month,Female,No
7860-KSUGX,72,Two year,Male,No
8966-KZXXA,36,Two year,Male,No
6910-HADCM,1,Month-to-month,Female,Yes
4816-LXZYW,23,Month-to-month,Female,Yes
9606-PBKBQ,32,Month-to-month,Male,Yes
5149-QYTTU,71,One year,Female,No
2070-XYMFH,23,Month-to-month,Female,No
2085-BOJKI,17,One year,Male,No
0817-HSUSE,1,Month-to-month,Male,No
5442-PPTJY,12,Two year,Male,No
1927-QEWMY,72,Two year,Female,No
1663-MHLHE,1,Month-to-month,Male,No
5663-QBGIS,72,Two year,Male,No
4450-MDZFX,60,Month-to-month,Male,No
6701-DHKWQ,61,Two year,Female,No
7554-AKDQF,6,Month-to-month,Female,No
3536-IQCTX,32,Month-to-month,Male,Yes
4911-BANWH,31,Month-to-month,Female,Yes
8496-EJAUI,19,Month-to-month,Male,Yes
0794-YVSGE,72,Two year,Male,No
5423-BHIXO,32,Month-to-month,Female,No
6908-VVYHM,65,Month-to-month,Male,No
2959-EEXWB,45,Month-to-month,Female,No
1839-UMACK,42,One year,Male,No
3030-YDNRM,8,Month-to-month,Male,No
7321-KKSDU,32,Two year,Male,No
3402-XRIUO,22,Month-to-month,Female,No
3132-TVFDZ,57,Month-to-month,Male,Yes
8286-AFUYI,1,Month-to-month,Male,No
8080-DDEMJ,1,Month-to-month,Male,Yes
8356-WUAOJ,1,Month-to-month,Female,No
6365-MTGZX,24,Month-to-month,Male,Yes
1349-WXNGG,1,Month-to-month,Male,Yes
8058-DMYRU,54,Month-to-month,Male,No
9350-ZXYJC,4,Two year,Female,No
6990-YNRIO,65,Two year,Male,Yes
8958-JPTRR,56,One year,Female,No
6959-GQEGV,45,Month-to-month,Male,No
3173-WSSUE,71,Two year,Female,No
1265-HVPZB,59,One year,Male,No
4115-UMJFQ,69,One year,Male,No
7369-TRPFD,19,One year,Male,No
1098-KFQEC,55,Two year,Female,No
7190-XHTWJ,38,One year,Female,No
0621-TWIEM,10,Month-to-month,Male,Yes
3537-RYBHH,47,Month-to-month,Female,No
2485-ITVKB,2,Month-to-month,Female,Yes
3669-OYSJI,1,Month-to-month,Male,Yes
1612-EOHDH,1,Month-to-month,Female,Yes
6702-OHFWR,1,Month-to-month,Male,Yes
5296-BFCYD,46,Two year,Male,No
4510-PYUSH,38,Month-to-month,Female,Yes
9359-JANWS,65,Two year,Female,No
7517-SAWMO,19,Month-to-month,Female,Yes
4143-HHPMK,52,Month-to-month,Male,Yes
3279-DYZQM,71,Two year,Male,No
7054-LGEQW,1,Month-to-month,Female,Yes
0523-VNGTF,52,Month-to-month,Female,No
9575-IWCAZ,6,One year,Male,No
7105-MXJLL,26,One year,Female,No
7064-FRRSW,48,One year,Male,No
7940-UQQUG,64,One year,Female,No
0923-PNFUB,3,Month-to-month,Female,Yes
3961-SXAXY,1,Month-to-month,Male,No
7010-BRBUU,72,Two year,Male,No
3566-HJGPK,1,Month-to-month,Male,No
3062-ICYZQ,51,Month-to-month,Female,No
9938-PRCVK,41,Two year,Female,No
0973-KYVNF,72,Two year,Female,No
5129-HHMZC,43,Two year,Female,No
9637-CDTKZ,72,Two year,Male,No
3946-JEWRQ,47,One year,Male,No
7873-CVMAW,72,Two year,Male,No
0463-WZZKO,3,Month-to-month,Male,No
3494-JCHRQ,1,Month-to-month,Male,Yes
6474-FVJLC,2,Month-to-month,Male,Yes
4524-QCSSM,26,Month-to-month,Male,No
5832-EXGTT,29,Month-to-month,Male,No
8840-DQLGN,35,Month-to-month,Female,Yes
2039-JONDJ,27,One year,Male,No
7217-JYHOQ,24,Month-to-month,Male,No
6695-FRVEC,67,Two year,Male,No
4547-LYTDD,16,Month-to-month,Female,Yes
9894-QMIMJ,23,One year,Female,No
8069-YQQAJ,14,Month-to-month,Male,No
6770-XUAGN,1,Month-to-month,Female,Yes
4193-ORFCL,1,Month-to-month,Female,Yes
1636-NTNCO,4,Month-to-month,Male,No
3466-WAESX,16,Month-to-month,Male,No
9281-PKKZE,46,Month-to-month,Female,No
3638-VBZTA,68,Two year,Male,No
7459-IMVYU,38,Month-to-month,Male,No
7776-QWNFX,30,Month-to-month,Male,Yes
6689-TCZHQ,5,Month-to-month,Female,Yes
8563-OYMQY,17,Month-to-month,Male,No
0754-EEBDC,4,Two year,Male,No
5777-ZPQNC,12,One year,Female,No
1951-IEYXM,72,Two year,Male,No
3318-NMQXL,3,Month-to-month,Male,No
3143-ILDAL,56,Month-to-month,Male,Yes
1022-RKXDR,41,One year,Female,No
2361-FJWNO,40,One year,Male,No
2272-UOINI,7,Month-to-month,Female,No
8232-UTFOZ,69,Two year,Male,No
3750-YHRYO,7,One year,Male,No
6637-KYRCV,5,Month-to-month,Female,No
5668-MEISB,72,Two year,Female,No
0129-QMPDR,44,One year,Male,No
7188-CBBBA,65,One year,Female,No
5356-CSVSQ,3,Month-to-month,Female,No
3221-CJMSG,24,Month-to-month,Male,No
4720-VSTSI,44,Month-to-month,Female,Yes
3219-JQRSL,72,Two year,Female,No
2801-NISEI,24,Month-to-month,Male,No
3946-MHCZW,1,Month-to-month,Male,Yes
4623-ZKHLY,22,Month-to-month,Male,No
6732-VAILE,70,Two year,Male,No
8201-AAXCB,25,Month-to-month,Male,No
7696-CFTAT,37,Two year,Male,No
1845-CSBRZ,22,Month-to-month,Female,No
2123-VSCOT,59,Two year,Female,No
6651-AZVTJ,49,Month-to-month,Male,Yes
4566-GOLUK,47,Month-to-month,Male,Yes
2484-DGXPZ,31,Month-to-month,Female,Yes
2018-QKYGT,1,Month-to-month,Male,No
2792-VPPET,3,Month-to-month,Male,No
7409-JURKQ,53,One year,Female,No
3247-MHJKM,1,Month-to-month,Male,No
1964-SVLEA,20,One year,Male,No
4587-NUKOX,3,Month-to-month,Female,Yes
7297-DVYGA,51,One year,Female,No
2239-CGBUZ,51,One year,Female,No
0854-UYHZD,13,Two year,Female,No
7243-LCGGZ,1,Month-to-month,Female,No
8267-KFGYD,1,Month-to-month,Male,No
4890-VMUAV,63,One year,Male,No
9261-WDCAF,3,Month-to-month,Male,No
3764-MNMOI,46,Two year,Male,No
7442-YGZFK,1,Month-to-month,Male,No
0420-BWTPW,8,Month-to-month,Male,Yes
8229-BUJHX,71,Two year,Female,No
7449-HVPIV,55,Month-to-month,Male,No
5504-WSIUR,70,One year,Female,No
8183-ONMXC,2,Month-to-month,Female,Yes
8466-PZBLH,67,Two year,Male,No
9614-RMGHA,65,Month-to-month,Male,Yes
8735-IJJEG,14,Month-to-month,Male,No
0564-MUUQK,20,Month-to-month,Female,No
5054-IEXZT,1,Month-to-month,Male,Yes
5834-ASPWA,1,Month-to-month,Male,Yes
0701-RFGFI,49,Month-to-month,Female,No
0019-EFAEP,72,Two year,Female,No
5619-PTMIK,46,Month-to-month,Female,No
3737-XBQDD,24,Month-to-month,Male,No
5882-CMAZQ,5,Month-to-month,Female,No
5846-QFDFI,33,Month-to-month,Female,No
4445-KWOKW,42,One year,Female,No
3511-APPBJ,23,One year,Male,No
7967-HYCDE,8,Month-to-month,Male,No
2430-RRYUW,66,One year,Male,No
3948-XHGNA,24,Month-to-month,Male,Yes
3723-BFBGR,24,Month-to-month,Male,No
0565-IYCGT,69,One year,Male,Yes
5447-WZAFP,53,One year,Female,No
5110-CHOPY,60,Two year,Female,No
5445-UTODQ,7,Month-to-month,Female,Yes
4425-OWHWB,20,One year,Female,No
7892-QVYKW,23,Month-to-month,Female,No
9675-ICXCT,72,Two year,Male,No
1024-VRZHF,11,Month-to-month,Male,Yes
4703-MQYKT,21,Two year,Male,No
9497-QCMMS,1,Month-to-month,Male,Yes
5692-ICXLW,31,Month-to-month,Male,No
0602-DDUML,57,Two year,Female,No
2208-MPXIO,45,Two year,Female,No
1960-UYCNN,10,Month-to-month,Male,No
0348-SDKOL,58,Month-to-month,Female,Yes
3190-FZATL,14,Month-to-month,Male,No
7336-RLLRH,27,One year,Male,No
4373-MAVJG,14,Month-to-month,Female,Yes
8901-HJXTF,12,Month-to-month,Female,Yes
7710-JSYOA,69,Two year,Female,No
5419-KLXBN,25,Month-to-month,Female,Yes
3424-NMNBO,58,One year,Male,Yes
9885-MFVSU,35,Two year,Female,No
4514-GFCFI,16,Month-to-month,Female,Yes
0607-MVMGC,45,One year,Male,No
3365-SAIGS,17,Month-to-month,Female,No
9828-AOQLM,1,Month-to-month,Female,Yes
8022-BECSI,22,One year,Male,No
8000-REIQB,1,Month-to-month,Female,Yes
9993-LHIEB,67,Two year,Male,No
0266-CLZKZ,67,Two year,Female,No
7615-ESMYF,2,Month-to-month,Female,Yes
3858-VOBET,23,Month-to-month,Male,Yes
7020-OZKXZ,9,Month-to-month,Female,No
3977-QCRSL,5,Month-to-month,Female,No
0017-DINOC,54,Two year,Male,No
1447-PJGGA,57,Two year,Female,Yes
8565-CLBZW,24,Month-to-month,Male,Yes
9139-WQQDY,49,One year,Female,Yes
0224-HJAPT,5,Month-to-month,Male,Yes
8086-OVPWV,2,Month-to-month,Male,Yes
9430-FRQOC,4,Month-to-month,Female,Yes
7639-OPLNG,70,Two year,Male,No
3074-GQWYX,5,Month-to-month,Male,Yes
1492-QGCLU,53,Month-to-month,Male,No
6845-RGTYS,47,Month-to-month,Female,Yes
7328-OWMOM,31,One year,Female,No
4418-LZMSV,13,Month-to-month,Male,No
5155-AZQPB,28,Month-to-month,Female,No
8861-HGGKB,10,Month-to-month,Female,Yes
1087-GRUYI,38,Two year,Male,No
